Dataset,Mixture Label,CID_1,CID_2,CID_3,CID_4,CID_5,CID_6,CID_7,CID_8,CID_9,CID_10,CID_11,CID_12,CID_13,CID_14,CID_15,CID_16,CID_17,CID_18,CID_19,CID_20,CID_21,CID_22,CID_23,CID_24,CID_25,CID_26,CID_27,CID_28,CID_29,CID_30,CID_31,CID_32,CID_33,CID_34,CID_35,CID_36,CID_37,CID_38,CID_39,CID_40,CID_41,CID_42,CID_43
Bushdid,297,10560,177,2969,3314,264,2879,7165,1060,31249,8025,798.0,8118.0,8797.0,176.0,7463.0,7714.0,8858.0,612.0,12741.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,465,10560,177,2969,3314,264,2879,7165,1060,31249,8025,22873.0,8091.0,6501.0,6054.0,180.0,22386.0,18827.0,240.0,62444.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,438,18827,8130,7921,176,264,4133,62444,637566,2879,12367,7519.0,7363.0,6982.0,8025.0,5281515.0,6736.0,8918.0,7848.0,12180.0,1060.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,142,18827,8130,7921,176,264,4133,62444,637566,2879,12367,10722.0,8797.0,6989.0,10430.0,31244.0,31276.0,8103.0,7344.0,443158.0,179.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,306,443158,7793,6501,2758,14286,93009,7632,1127,7685,8186,31265.0,8797.0,12741.0,19310.0,12367.0,15380.0,6989.0,7600.0,8051.0,460.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,95,443158,7793,6501,2758,14286,93009,7632,1127,7685,8186,440917.0,8918.0,5283349.0,11124.0,10722.0,31244.0,7762.0,31272.0,7654.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,2,11552,10882,31244,7848,180,5283349,14286,8797,7731,61016,11124.0,7583.0,8030.0,177.0,7685.0,31272.0,6054.0,31276.0,7363.0,26331.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,45,11552,10882,31244,7848,180,5283349,14286,8797,7731,61016,1127.0,261.0,91497.0,7344.0,7150.0,7059.0,7632.0,7921.0,62433.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,106,7793,12178,6736,8635,443158,1068,8103,7600,798,7463,5634.0,4133.0,612.0,176.0,264.0,11509.0,24915.0,7799.0,8918.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,451,7793,12178,6736,8635,443158,1068,8103,7600,798,7463,2879.0,10821.0,6590.0,12232.0,6561.0,62433.0,440967.0,2758.0,12741.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,509,8103,798,179,7731,7710,24915,10560,12741,31265,7848,12367.0,999.0,8892.0,93009.0,62433.0,31244.0,7685.0,8051.0,7165.0,7966.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,98,8103,798,179,7731,7710,24915,10560,12741,31265,7848,261.0,7583.0,440967.0,612.0,10821.0,22386.0,5283349.0,4133.0,6054.0,10890.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,244,61138,2758,10560,7685,6590,1068,180,7714,31244,7463,4133.0,8118.0,12180.0,10976.0,5281168.0,31265.0,7344.0,7600.0,443158.0,637566.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,10,61138,2758,10560,7685,6590,1068,180,7714,31244,7463,62433.0,11552.0,7710.0,10430.0,16666.0,12367.0,7632.0,19310.0,7059.0,7363.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,189,5281168,12348,6501,10430,7519,261,62465,1127,7363,8918,15380.0,8030.0,7410.0,8051.0,11124.0,7888.0,8186.0,6544.0,8118.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,68,5281168,12348,6501,10430,7519,261,62465,1127,7363,8918,15380.0,8030.0,7410.0,8051.0,11124.0,7714.0,8148.0,31249.0,31276.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,322,637566,8091,637511,10890,18827,10722,10560,91497,6590,8103,7848.0,1146.0,10882.0,11552.0,62465.0,22386.0,8030.0,7150.0,12180.0,7710.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,193,637566,8091,637511,10890,18827,10722,10560,91497,6590,8103,7848.0,1146.0,10882.0,11552.0,62465.0,264.0,31272.0,8186.0,31265.0,62336.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,120,10821,443162,7632,7731,7714,7799,11552,6989,12348,7685,7150.0,12178.0,31249.0,22386.0,10890.0,7583.0,440917.0,3776.0,454.0,7848.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,141,10821,443162,7632,7731,7714,7799,11552,6989,12348,7685,7150.0,12178.0,31249.0,22386.0,10890.0,2879.0,7059.0,6561.0,8051.0,8091.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,443,1060,10882,1140,11002,12020,3314,7632,2969,7888,7749,8918.0,6054.0,240.0,264.0,5281515.0,8103.0,7363.0,1146.0,1068.0,8186.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,410,1060,10882,1140,11002,12020,3314,7632,2969,7888,7749,8918.0,6054.0,240.0,264.0,5281515.0,24915.0,10890.0,31249.0,11509.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,100,12020,6501,176,7344,7921,7583,31276,7363,5373603,7150,326.0,62444.0,637566.0,798.0,179.0,11509.0,6590.0,7685.0,7165.0,10882.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,348,12020,6501,176,7344,7921,7583,31276,7363,5373603,7150,326.0,62444.0,637566.0,798.0,179.0,1140.0,62465.0,8048.0,240.0,2969.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,204,7460,7793,177,180,8186,8051,10722,12020,22873,5373603,7966.0,3776.0,7731.0,6054.0,7519.0,12232.0,91497.0,10890.0,7344.0,440967.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,371,7460,7793,177,180,8186,8051,10722,12020,22873,5373603,7966.0,3776.0,7731.0,6054.0,7519.0,8118.0,16666.0,179.0,5634.0,2969.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,394,5634,1060,6590,7654,3776,62465,5281515,176,443162,10821,12232.0,7363.0,6501.0,180.0,8148.0,8797.0,7749.0,6982.0,7991.0,1146.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,118,5634,1060,6590,7654,3776,62465,5281515,176,443162,10821,12232.0,7363.0,6501.0,180.0,8148.0,22386.0,7762.0,7921.0,7710.0,12741.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,77,19310,2969,3776,454,18827,6501,7460,8858,12367,22386,8091.0,31272.0,7714.0,7463.0,10882.0,612.0,8918.0,6590.0,31265.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,494,19310,2969,3776,454,18827,6501,7460,8858,12367,22386,8091.0,31272.0,7714.0,7463.0,10882.0,11124.0,8130.0,10430.0,177.0,440917.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,303,1146,6590,7632,18827,16666,7463,7714,8186,8091,61138,91497.0,7799.0,22201.0,6184.0,7344.0,7165.0,8797.0,12178.0,1031.0,177.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,295,1146,6590,7632,18827,16666,7463,7714,8186,8091,61138,91497.0,7799.0,22201.0,6184.0,7344.0,798.0,8130.0,15380.0,7921.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,200,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048.0,7344.0,18827.0,440967.0,637511.0,3314.0,7710.0,62336.0,7799.0,2758.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,282,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048.0,7344.0,18827.0,440967.0,637511.0,8186.0,11509.0,8103.0,443158.0,176.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,420,240,7966,1060,62336,1068,440967,31244,999,179,6982,16666.0,5634.0,612.0,7731.0,22386.0,12232.0,5281168.0,62465.0,8118.0,22873.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,283,240,7966,1060,62336,1068,440967,31244,999,179,6982,16666.0,5634.0,612.0,7731.0,22386.0,6184.0,31276.0,2758.0,8635.0,12178.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,393,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511.0,22873.0,440967.0,454.0,177.0,91497.0,8051.0,7150.0,261.0,8918.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,448,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511.0,22873.0,440967.0,454.0,177.0,22386.0,1068.0,62336.0,443158.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,249,443158,326,2969,11002,7966,14286,180,16666,637511,7714,8030.0,11552.0,6544.0,12180.0,12232.0,7762.0,7685.0,7710.0,2758.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,279,443158,326,2969,11002,7966,14286,180,16666,637511,7714,8030.0,11552.0,6544.0,12180.0,12232.0,12020.0,12367.0,10882.0,4133.0,264.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,368,11002,440967,31276,10821,8148,12178,240,12180,11509,6989,1146.0,7344.0,11552.0,6982.0,19310.0,7888.0,2758.0,440917.0,7731.0,2879.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,305,11002,440967,31276,10821,8148,12178,240,12180,11509,6989,1146.0,7344.0,11552.0,6982.0,19310.0,8051.0,7410.0,7654.0,8130.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,175,31265,5283349,637566,8918,5634,460,12178,6982,7344,240,7363.0,10722.0,7632.0,7991.0,7966.0,7793.0,443162.0,10882.0,8186.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,427,31265,5283349,637566,8918,5634,460,12178,6982,7344,240,7363.0,10722.0,7632.0,7991.0,7966.0,176.0,7888.0,8858.0,26331.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,115,11509,8148,7600,8186,24915,2969,2879,7762,7685,7731,1127.0,176.0,12178.0,7710.0,7991.0,177.0,8118.0,62336.0,6989.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,296,11509,8148,7600,8186,24915,2969,2879,7762,7685,7731,1127.0,176.0,12178.0,7710.0,7991.0,61138.0,7921.0,7463.0,5283349.0,12367.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,12,62465,6590,8103,2758,6982,62444,93009,12367,4133,1060,1068.0,7363.0,2969.0,7888.0,1146.0,16666.0,24915.0,326.0,637511.0,7410.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,186,62465,6590,8103,2758,6982,62444,93009,12367,4133,1060,1068.0,7363.0,2969.0,7888.0,1146.0,6736.0,7848.0,7165.0,12348.0,11552.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,216,240,6054,443162,31265,8025,180,6654,11552,91497,8091,8118.0,179.0,6989.0,62465.0,8103.0,8048.0,31244.0,460.0,62336.0,3776.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,114,240,6054,443162,31265,8025,180,6654,11552,91497,8091,8118.0,179.0,6989.0,62465.0,8103.0,11002.0,2879.0,7731.0,12367.0,176.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,217,7165,7731,2969,62465,1060,8048,10430,6184,8051,10882,14286.0,7463.0,6544.0,62433.0,16666.0,8091.0,440917.0,11002.0,1068.0,176.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,252,7165,7731,2969,62465,1060,8048,10430,6184,8051,10882,14286.0,7463.0,6544.0,62433.0,16666.0,7991.0,180.0,7150.0,1031.0,12180.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,245,7762,12348,26331,3314,8051,176,62433,7799,7793,7632,7583.0,261.0,637566.0,10976.0,8048.0,2758.0,93009.0,454.0,7410.0,7463.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,164,7762,12348,26331,3314,8051,176,62433,7799,7793,7632,7583.0,261.0,637566.0,10976.0,8048.0,61138.0,612.0,5283349.0,31276.0,8118.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,201,8091,7710,6561,454,3314,612,12232,2969,10722,5283349,6654.0,6184.0,12020.0,62465.0,7583.0,7685.0,3776.0,7714.0,999.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,354,8091,7710,6561,454,3314,612,12232,2969,10722,5283349,6654.0,6184.0,12020.0,62465.0,7583.0,7685.0,3776.0,7714.0,999.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,416,22386,637566,62336,637511,440967,8858,6184,7654,2879,18827,6736.0,6561.0,7600.0,11552.0,8030.0,5373603.0,1068.0,14286.0,8892.0,12348.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,294,22386,637566,62336,637511,440967,8858,6184,7654,2879,18827,6736.0,6561.0,7600.0,11552.0,8030.0,5373603.0,1068.0,14286.0,8892.0,5283349.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,231,8186,8858,8051,5634,7685,179,10560,7363,7059,7749,7921.0,5283349.0,2879.0,31244.0,5281515.0,326.0,1031.0,7150.0,7344.0,8030.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,183,8186,8858,8051,5634,7685,179,10560,7363,7059,7749,7921.0,5283349.0,2879.0,31244.0,5281515.0,326.0,1031.0,7150.0,7344.0,11509.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,161,7583,61016,2758,6544,2969,91497,7632,14286,6989,12178,12232.0,1146.0,6501.0,11002.0,7410.0,7059.0,5281168.0,6054.0,5281515.0,8051.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,255,7583,61016,2758,6544,2969,91497,7632,14286,6989,12178,12232.0,1146.0,6501.0,11002.0,7410.0,7059.0,5281168.0,6054.0,5281515.0,7519.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,389,62444,2879,7762,93009,176,62465,16666,3776,326,7600,1060.0,4133.0,8091.0,1031.0,10722.0,7410.0,6590.0,443162.0,460.0,612.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,292,62444,2879,7762,93009,176,62465,16666,3776,326,7600,1060.0,4133.0,8091.0,1031.0,10722.0,7410.0,6590.0,443162.0,460.0,7059.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,500,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,7921.0,10430.0,7848.0,326.0,91497.0,460.0,8025.0,637511.0,8030.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,35,8148,8186,8797,6544,1146,22873,31272,176,61016,637566,7921.0,10430.0,7848.0,326.0,91497.0,460.0,8025.0,637511.0,8030.0,7600.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,94,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177.0,8797.0,6590.0,7410.0,8635.0,62336.0,31244.0,62465.0,7848.0,10976.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,234,7714,10890,8051,7966,5283349,2969,2879,10882,10560,7600,177.0,8797.0,6590.0,7410.0,8635.0,62336.0,31244.0,62465.0,7848.0,11002.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,215,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124.0,14286.0,240.0,18827.0,8892.0,61138.0,11002.0,460.0,8030.0,7460.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,191,7848,4133,8130,8051,22873,7150,31276,264,5373603,62433,11124.0,14286.0,240.0,18827.0,8892.0,61138.0,11002.0,460.0,8030.0,2758.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,398,8918,6561,7710,31276,7991,19310,24915,8858,10976,8103,62444.0,8186.0,5283349.0,5281515.0,10560.0,798.0,31244.0,5634.0,11552.0,10882.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,117,8918,6561,7710,31276,7991,19310,24915,8858,10976,8103,62444.0,8186.0,5283349.0,5281515.0,10560.0,798.0,31244.0,5634.0,11552.0,7749.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,334,31265,3776,6590,7685,16666,19310,7991,31272,62433,7793,12348.0,62336.0,6561.0,440967.0,2758.0,1060.0,7059.0,7762.0,22873.0,7150.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,506,31265,3776,6590,7685,16666,19310,7991,31272,62433,7793,12348.0,62336.0,6561.0,440967.0,2758.0,1060.0,7059.0,7762.0,22873.0,6054.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,123,637566,7463,11002,2758,14286,7165,22386,7654,180,10821,5281168.0,8103.0,1068.0,798.0,177.0,18827.0,7749.0,440917.0,8186.0,6590.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,121,637566,7463,11002,2758,14286,7165,22386,7654,180,10821,5281168.0,8103.0,1068.0,798.0,177.0,18827.0,7749.0,440917.0,8186.0,7583.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,97,6590,8130,10722,8118,7363,7966,61016,440917,8186,7888,12348.0,10976.0,22201.0,62433.0,5373603.0,6561.0,261.0,177.0,5281515.0,18827.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,225,6590,8130,10722,8118,7363,7966,61016,440917,8186,7888,12348.0,10976.0,22201.0,62433.0,5373603.0,6561.0,261.0,177.0,5281515.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,442,8025,31272,6982,8148,7749,6561,7921,3314,11002,8797,7793.0,3776.0,637511.0,11552.0,8858.0,62444.0,19310.0,5283349.0,261.0,6989.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,311,8025,31272,6982,8148,7749,6561,7921,3314,11002,8797,7793.0,3776.0,637511.0,11552.0,8858.0,62444.0,19310.0,5283349.0,261.0,12348.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,315,8025,10976,999,31244,7150,22386,24915,31249,7848,10722,179.0,7714.0,7460.0,7165.0,176.0,7410.0,8051.0,443158.0,5281168.0,10882.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,49,8025,10976,999,31244,7150,22386,24915,31249,7848,10722,179.0,7714.0,7460.0,7165.0,176.0,7410.0,8051.0,443158.0,5281168.0,443162.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,24,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232.0,7966.0,31272.0,6054.0,11552.0,11002.0,8797.0,7150.0,8025.0,61016.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,490,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232.0,7966.0,31272.0,6054.0,11552.0,11002.0,8797.0,7150.0,8025.0,10976.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,19,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,440917.0,93009.0,62444.0,7344.0,6654.0,5283349.0,798.0,261.0,7710.0,12020.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,267,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,440917.0,93009.0,62444.0,7344.0,6654.0,5283349.0,798.0,261.0,7710.0,7921.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,119,612,440917,10821,7150,10560,7165,19310,6544,11552,16666,1068.0,62465.0,24915.0,5281168.0,2879.0,1140.0,6054.0,7463.0,14286.0,7685.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,301,612,440917,10821,7150,10560,7165,19310,6544,11552,16666,1068.0,62465.0,24915.0,5281168.0,2879.0,1140.0,6054.0,7463.0,14286.0,3776.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,247,8130,176,62433,637511,10882,2969,10821,7165,10722,7600,11552.0,440967.0,7583.0,93009.0,8030.0,8048.0,7460.0,31265.0,6544.0,8635.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,349,8130,176,62433,637511,10882,2969,10821,7165,10722,7600,11552.0,440967.0,7583.0,93009.0,8030.0,8048.0,7460.0,31265.0,6544.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,236,6989,8858,7749,460,3776,12020,12180,999,7519,8130,5373603.0,10722.0,16666.0,7799.0,10821.0,5281168.0,5634.0,7463.0,7710.0,7793.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,238,6989,8858,7749,460,3776,12020,12180,999,7519,8130,5373603.0,10722.0,16666.0,7799.0,10821.0,5281168.0,5634.0,7463.0,7710.0,7632.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,367,12020,7150,15380,6989,19310,176,1068,10430,7710,1060,177.0,6654.0,7632.0,12180.0,12348.0,4133.0,12741.0,637566.0,22201.0,10821.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,290,12020,7150,15380,6989,19310,176,1068,10430,7710,1060,177.0,6654.0,7632.0,12180.0,12348.0,4133.0,12741.0,637566.0,22201.0,62465.0,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,489,8148,6544,8030,6982,7519,62433,24915,61138,7632,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,287,612,7888,22386,326,6654,5281168,8103,8091,31276,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,202,11002,7344,6054,12348,7460,612,1146,10560,8635,91497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,74,8918,11509,22386,31276,176,11124,10722,12178,440917,6561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,488,10890,5373603,7519,31276,7731,4133,10821,8635,6654,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,302,8148,31272,22386,7685,176,22201,7799,1140,2879,31249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,424,460,93009,7583,6501,7150,264,12348,7848,62336,16666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,430,8186,7714,22386,8858,326,8918,443158,7710,6184,5283349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,259,7519,637511,7799,16666,31272,8030,12232,176,440917,10560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,510,7165,1140,22386,8091,6184,7059,7363,6989,5281515,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,384,91497,10560,999,440967,7848,8091,2879,326,440917,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,207,6654,7991,22386,22873,5281515,8918,7793,26331,6736,31265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,392,5281515,5283349,7762,10882,7632,31244,8025,16666,7519,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,437,440917,7344,22386,1146,4133,6590,637566,7460,11509,93009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,14,1068,10722,91497,31272,7848,8130,7654,6736,8025,6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,439,7632,3314,1140,8635,62336,7600,7762,443158,7059,7460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,55,62444,6736,91497,62465,15380,7519,7921,10821,7654,6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,84,31276,8858,22386,261,7762,1146,1068,4133,240,8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,85,8118,798,6982,6736,7460,7762,7632,93009,1068,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,461,8797,8918,22386,7150,7363,7793,8030,6184,5281515,637511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,391,61016,326,1146,2879,5283349,999,6736,7150,8892,7460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,52,11002,798,22386,1031,7710,7921,240,18827,8103,62336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,187,11509,6989,326,637511,26331,8030,460,7654,7600,7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,143,15380,12180,22386,2879,31244,6654,7632,22201,7991,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,474,6654,264,443158,7991,1140,10976,31265,2879,612,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,263,7799,8130,22386,637511,999,91497,6544,6989,8858,10560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,309,261,5634,179,10560,12178,12180,10821,7600,6054,6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,444,8118,8103,22386,7966,7363,11124,62465,10722,8148,443162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,190,10560,3314,2758,1068,11509,16666,1127,6590,10890,440967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,13,12741,176,11552,7654,7762,93009,22201,261,7991,637566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,147,6544,7463,11509,8130,7363,22873,12741,6736,7600,7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,341,2758,180,22386,16666,12180,7150,440917,31276,11002,8103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,352,10976,7363,18827,6501,7685,3776,7888,15380,12020,14286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,220,1060,6544,22386,7749,8051,5283349,3314,8130,7991,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,516,7059,443158,443162,1031,31249,7519,7600,7150,8030,7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,333,7632,10722,22386,7991,6501,240,3314,637566,6561,62444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,237,7150,7848,264,7460,8048,12020,7991,7600,454,31244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,65,443158,6736,22386,11552,5634,179,7888,8025,240,8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,209,62433,12741,2969,8918,179,7799,1140,6501,7710,31265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,70,6054,12348,22386,31249,264,7793,7762,440917,5283349,31276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,163,8030,8858,261,8635,12020,6184,3314,7888,7793,10890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,434,8030,8858,261,12741,1146,22386,7344,5634,62336,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,476,61016,31244,11509,179,7463,5283349,176,8048,8892,6561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,179,61016,31244,11509,8025,62336,22386,440967,7632,637511,7460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,169,10430,3314,1146,1031,7888,19310,8797,7463,440917,8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,27,10430,3314,1146,11002,8103,22386,7799,12741,10976,1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,1,31276,5283349,8130,6054,7600,22873,7710,8858,8148,8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,226,31276,5283349,8130,7654,1140,22386,24915,1068,7410,7921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,31,22873,240,1127,180,12348,7731,5634,6501,6982,8048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
