Dataset,Mixture 1,Mixture 2,Experimental Values,augmentation_Action
Snitz 1,539,1,0.604166667,add_2-1
Snitz 1,540,3,0.651041667,add_1-2
Snitz 1,541,1,0.651041667,add_2-1
Snitz 1,542,1,0.651041667,add_2-1
Snitz 1,543,1,0.651041667,add_2-1
Snitz 1,544,1,0.651041667,add_2-1
Snitz 1,545,1,0.651041667,add_2-1
Snitz 1,546,1,0.651041667,add_2-1
Snitz 1,547,1,0.651041667,add_2-1
Snitz 1,548,1,0.651041667,add_2-1
Snitz 1,549,1,0.651041667,add_2-1
Snitz 1,550,1,0.651041667,add_2-1
Snitz 1,551,4,0.526041667,add_1-2
Snitz 1,552,4,0.526041667,add_1-2
Snitz 1,553,4,0.526041667,add_1-2
Snitz 1,554,4,0.526041667,add_1-2
Snitz 1,555,4,0.526041667,add_1-2
Snitz 1,556,4,0.526041667,add_1-2
Snitz 1,557,4,0.526041667,add_1-2
Snitz 1,558,4,0.526041667,add_1-2
Snitz 1,559,4,0.526041667,add_1-2
Snitz 1,560,4,0.526041667,add_1-2
Snitz 1,561,4,0.526041667,add_1-2
Snitz 1,562,4,0.526041667,add_1-2
Snitz 1,563,4,0.526041667,add_1-2
Snitz 1,564,4,0.526041667,add_1-2
Snitz 1,565,4,0.526041667,add_1-2
Snitz 1,566,4,0.526041667,add_1-2
Snitz 1,567,4,0.526041667,add_1-2
Snitz 1,568,4,0.526041667,add_1-2
Snitz 1,569,4,0.526041667,add_1-2
Snitz 1,570,4,0.526041667,add_1-2
Snitz 1,571,1,0.526041667,add_2-1
Snitz 1,572,1,0.526041667,add_2-1
Snitz 1,573,1,0.526041667,add_2-1
Snitz 1,574,1,0.526041667,add_2-1
Snitz 1,575,1,0.526041667,add_2-1
Snitz 1,576,1,0.526041667,add_2-1
Snitz 1,577,1,0.526041667,add_2-1
Snitz 1,578,1,0.526041667,add_2-1
Snitz 1,579,1,0.526041667,add_2-1
Snitz 1,580,1,0.526041667,add_2-1
Snitz 1,581,5,0.505208333,add_1-2
Snitz 1,582,5,0.505208333,add_1-2
Snitz 1,583,5,0.505208333,add_1-2
Snitz 1,584,5,0.505208333,add_1-2
Snitz 1,585,5,0.505208333,add_1-2
Snitz 1,586,5,0.505208333,add_1-2
Snitz 1,587,5,0.505208333,add_1-2
Snitz 1,588,5,0.505208333,add_1-2
Snitz 1,589,5,0.505208333,add_1-2
Snitz 1,590,5,0.505208333,add_1-2
Snitz 1,591,5,0.505208333,add_1-2
Snitz 1,592,5,0.505208333,add_1-2
Snitz 1,593,5,0.505208333,add_1-2
Snitz 1,594,5,0.505208333,add_1-2
Snitz 1,595,5,0.505208333,add_1-2
Snitz 1,596,5,0.505208333,add_1-2
Snitz 1,597,5,0.505208333,add_1-2
Snitz 1,598,5,0.505208333,add_1-2
Snitz 1,599,5,0.505208333,add_1-2
Snitz 1,600,5,0.505208333,add_1-2
Snitz 1,601,5,0.505208333,add_1-2
Snitz 1,602,5,0.505208333,add_1-2
Snitz 1,603,5,0.505208333,add_1-2
Snitz 1,604,5,0.505208333,add_1-2
Snitz 1,605,5,0.505208333,add_1-2
Snitz 1,606,5,0.505208333,add_1-2
Snitz 1,607,5,0.505208333,add_1-2
Snitz 1,608,5,0.505208333,add_1-2
Snitz 1,609,5,0.505208333,add_1-2
Snitz 1,610,5,0.505208333,add_1-2
Snitz 1,611,1,0.505208333,add_2-1
Snitz 1,612,1,0.505208333,add_2-1
Snitz 1,613,1,0.505208333,add_2-1
Snitz 1,614,1,0.505208333,add_2-1
Snitz 1,615,1,0.505208333,add_2-1
Snitz 1,616,1,0.505208333,add_2-1
Snitz 1,617,1,0.505208333,add_2-1
Snitz 1,618,1,0.505208333,add_2-1
Snitz 1,619,1,0.505208333,add_2-1
Snitz 1,620,1,0.505208333,add_2-1
Snitz 1,621,6,0.411458333,add_1-2
Snitz 1,622,6,0.411458333,add_1-2
Snitz 1,623,6,0.411458333,add_1-2
Snitz 1,624,6,0.411458333,add_1-2
Snitz 1,625,6,0.411458333,add_1-2
Snitz 1,626,6,0.411458333,add_1-2
Snitz 1,627,6,0.411458333,add_1-2
Snitz 1,628,6,0.411458333,add_1-2
Snitz 1,629,6,0.411458333,add_1-2
Snitz 1,630,6,0.411458333,add_1-2
Snitz 1,631,6,0.411458333,add_1-2
Snitz 1,632,6,0.411458333,add_1-2
Snitz 1,633,6,0.411458333,add_1-2
Snitz 1,634,6,0.411458333,add_1-2
Snitz 1,635,6,0.411458333,add_1-2
Snitz 1,636,6,0.411458333,add_1-2
Snitz 1,637,6,0.411458333,add_1-2
Snitz 1,638,6,0.411458333,add_1-2
Snitz 1,639,6,0.411458333,add_1-2
Snitz 1,640,6,0.411458333,add_1-2
Snitz 1,641,6,0.411458333,add_1-2
Snitz 1,642,6,0.411458333,add_1-2
Snitz 1,643,6,0.411458333,add_1-2
Snitz 1,644,6,0.411458333,add_1-2
Snitz 1,645,6,0.411458333,add_1-2
Snitz 1,646,6,0.411458333,add_1-2
Snitz 1,647,6,0.411458333,add_1-2
Snitz 1,648,6,0.411458333,add_1-2
Snitz 1,649,6,0.411458333,add_1-2
Snitz 1,650,6,0.411458333,add_1-2
Snitz 1,651,6,0.411458333,add_1-2
Snitz 1,652,6,0.411458333,add_1-2
Snitz 1,653,6,0.411458333,add_1-2
Snitz 1,654,6,0.411458333,add_1-2
Snitz 1,655,6,0.411458333,add_1-2
Snitz 1,656,6,0.411458333,add_1-2
Snitz 1,657,6,0.411458333,add_1-2
Snitz 1,658,6,0.411458333,add_1-2
Snitz 1,659,6,0.411458333,add_1-2
Snitz 1,660,6,0.411458333,add_1-2
Snitz 1,661,1,0.411458333,add_2-1
Snitz 1,662,1,0.411458333,add_2-1
Snitz 1,663,1,0.411458333,add_2-1
Snitz 1,664,1,0.411458333,add_2-1
Snitz 1,665,1,0.411458333,add_2-1
Snitz 1,666,1,0.411458333,add_2-1
Snitz 1,667,1,0.411458333,add_2-1
Snitz 1,668,1,0.411458333,add_2-1
Snitz 1,669,1,0.411458333,add_2-1
Snitz 1,670,1,0.411458333,add_2-1
Snitz 1,671,7,0.5625,add_1-2
Snitz 1,672,7,0.5625,add_1-2
Snitz 1,673,7,0.5625,add_1-2
Snitz 1,674,7,0.5625,add_1-2
Snitz 1,675,1,0.5625,add_2-1
Snitz 1,676,1,0.5625,add_2-1
Snitz 1,677,1,0.5625,add_2-1
Snitz 1,678,1,0.5625,add_2-1
Snitz 1,679,1,0.5625,add_2-1
Snitz 1,680,1,0.5625,add_2-1
Snitz 1,681,1,0.5625,add_2-1
Snitz 1,682,1,0.5625,add_2-1
Snitz 1,683,1,0.5625,add_2-1
Snitz 1,684,1,0.5625,add_2-1
Snitz 1,685,2,0.755208333,add_1-2
Snitz 1,686,2,0.755208333,add_1-2
Snitz 1,687,2,0.755208333,add_1-2
Snitz 1,688,2,0.755208333,add_1-2
Snitz 1,689,2,0.755208333,add_1-2
Snitz 1,690,2,0.755208333,add_1-2
Snitz 1,691,2,0.755208333,add_1-2
Snitz 1,692,2,0.755208333,add_1-2
Snitz 1,693,2,0.755208333,add_1-2
Snitz 1,694,2,0.755208333,add_1-2
Snitz 1,695,8,0.755208333,add_2-1
Snitz 1,696,3,0.684895833,add_1-2
Snitz 1,697,8,0.684895833,add_2-1
Snitz 1,698,4,0.848958333,add_1-2
Snitz 1,699,4,0.848958333,add_1-2
Snitz 1,700,4,0.848958333,add_1-2
Snitz 1,701,4,0.848958333,add_1-2
Snitz 1,702,4,0.848958333,add_1-2
Snitz 1,703,4,0.848958333,add_1-2
Snitz 1,704,4,0.848958333,add_1-2
Snitz 1,705,4,0.848958333,add_1-2
Snitz 1,706,4,0.848958333,add_1-2
Snitz 1,707,4,0.848958333,add_1-2
Snitz 1,708,4,0.848958333,add_1-2
Snitz 1,709,4,0.848958333,add_1-2
Snitz 1,710,4,0.848958333,add_1-2
Snitz 1,711,4,0.848958333,add_1-2
Snitz 1,712,4,0.848958333,add_1-2
Snitz 1,713,4,0.848958333,add_1-2
Snitz 1,714,4,0.848958333,add_1-2
Snitz 1,715,4,0.848958333,add_1-2
Snitz 1,716,4,0.848958333,add_1-2
Snitz 1,717,4,0.848958333,add_1-2
Snitz 1,718,8,0.848958333,add_2-1
Snitz 1,719,5,0.765625,add_1-2
Snitz 1,720,5,0.765625,add_1-2
Snitz 1,721,5,0.765625,add_1-2
Snitz 1,722,5,0.765625,add_1-2
Snitz 1,723,5,0.765625,add_1-2
Snitz 1,724,5,0.765625,add_1-2
Snitz 1,725,5,0.765625,add_1-2
Snitz 1,726,5,0.765625,add_1-2
Snitz 1,727,5,0.765625,add_1-2
Snitz 1,728,5,0.765625,add_1-2
Snitz 1,729,5,0.765625,add_1-2
Snitz 1,730,5,0.765625,add_1-2
Snitz 1,731,5,0.765625,add_1-2
Snitz 1,732,5,0.765625,add_1-2
Snitz 1,733,5,0.765625,add_1-2
Snitz 1,734,5,0.765625,add_1-2
Snitz 1,735,5,0.765625,add_1-2
Snitz 1,736,5,0.765625,add_1-2
Snitz 1,737,5,0.765625,add_1-2
Snitz 1,738,5,0.765625,add_1-2
Snitz 1,739,5,0.765625,add_1-2
Snitz 1,740,5,0.765625,add_1-2
Snitz 1,741,5,0.765625,add_1-2
Snitz 1,742,5,0.765625,add_1-2
Snitz 1,743,5,0.765625,add_1-2
Snitz 1,744,5,0.765625,add_1-2
Snitz 1,745,5,0.765625,add_1-2
Snitz 1,746,5,0.765625,add_1-2
Snitz 1,747,5,0.765625,add_1-2
Snitz 1,748,5,0.765625,add_1-2
Snitz 1,749,8,0.765625,add_2-1
Snitz 1,750,6,0.807291667,add_1-2
Snitz 1,751,6,0.807291667,add_1-2
Snitz 1,752,6,0.807291667,add_1-2
Snitz 1,753,6,0.807291667,add_1-2
Snitz 1,754,6,0.807291667,add_1-2
Snitz 1,755,6,0.807291667,add_1-2
Snitz 1,756,6,0.807291667,add_1-2
Snitz 1,757,6,0.807291667,add_1-2
Snitz 1,758,6,0.807291667,add_1-2
Snitz 1,759,6,0.807291667,add_1-2
Snitz 1,760,6,0.807291667,add_1-2
Snitz 1,761,6,0.807291667,add_1-2
Snitz 1,762,6,0.807291667,add_1-2
Snitz 1,763,6,0.807291667,add_1-2
Snitz 1,764,6,0.807291667,add_1-2
Snitz 1,765,6,0.807291667,add_1-2
Snitz 1,766,6,0.807291667,add_1-2
Snitz 1,767,6,0.807291667,add_1-2
Snitz 1,768,6,0.807291667,add_1-2
Snitz 1,769,6,0.807291667,add_1-2
Snitz 1,770,6,0.807291667,add_1-2
Snitz 1,771,6,0.807291667,add_1-2
Snitz 1,772,6,0.807291667,add_1-2
Snitz 1,773,6,0.807291667,add_1-2
Snitz 1,774,6,0.807291667,add_1-2
Snitz 1,775,6,0.807291667,add_1-2
Snitz 1,776,6,0.807291667,add_1-2
Snitz 1,777,6,0.807291667,add_1-2
Snitz 1,778,6,0.807291667,add_1-2
Snitz 1,779,6,0.807291667,add_1-2
Snitz 1,780,6,0.807291667,add_1-2
Snitz 1,781,6,0.807291667,add_1-2
Snitz 1,782,6,0.807291667,add_1-2
Snitz 1,783,6,0.807291667,add_1-2
Snitz 1,784,6,0.807291667,add_1-2
Snitz 1,785,6,0.807291667,add_1-2
Snitz 1,786,6,0.807291667,add_1-2
Snitz 1,787,6,0.807291667,add_1-2
Snitz 1,788,6,0.807291667,add_1-2
Snitz 1,789,6,0.807291667,add_1-2
Snitz 1,790,8,0.807291667,add_2-1
Snitz 1,791,7,0.901041667,add_1-2
Snitz 1,792,7,0.901041667,add_1-2
Snitz 1,793,7,0.901041667,add_1-2
Snitz 1,794,7,0.901041667,add_1-2
Snitz 1,795,8,0.901041667,add_2-1
Snitz 1,796,2,0.567708333,add_1-2
Snitz 1,797,2,0.567708333,add_1-2
Snitz 1,798,2,0.567708333,add_1-2
Snitz 1,799,2,0.567708333,add_1-2
Snitz 1,800,2,0.567708333,add_1-2
Snitz 1,801,2,0.567708333,add_1-2
Snitz 1,802,2,0.567708333,add_1-2
Snitz 1,803,2,0.567708333,add_1-2
Snitz 1,804,2,0.567708333,add_1-2
Snitz 1,805,2,0.567708333,add_1-2
Snitz 1,806,9,0.567708333,add_2-1
Snitz 1,807,9,0.567708333,add_2-1
Snitz 1,808,9,0.567708333,add_2-1
Snitz 1,809,9,0.567708333,add_2-1
Snitz 1,810,9,0.567708333,add_2-1
Snitz 1,811,9,0.567708333,add_2-1
Snitz 1,812,9,0.567708333,add_2-1
Snitz 1,813,9,0.567708333,add_2-1
Snitz 1,814,9,0.567708333,add_2-1
Snitz 1,815,9,0.567708333,add_2-1
Snitz 1,816,9,0.567708333,add_2-1
Snitz 1,817,9,0.567708333,add_2-1
Snitz 1,818,9,0.567708333,add_2-1
Snitz 1,819,9,0.567708333,add_2-1
Snitz 1,820,9,0.567708333,add_2-1
Snitz 1,821,9,0.567708333,add_2-1
Snitz 1,822,9,0.567708333,add_2-1
Snitz 1,823,9,0.567708333,add_2-1
Snitz 1,824,9,0.567708333,add_2-1
Snitz 1,825,9,0.567708333,add_2-1
Snitz 1,826,3,0.671875,add_1-2
Snitz 1,827,9,0.671875,add_2-1
Snitz 1,828,9,0.671875,add_2-1
Snitz 1,829,9,0.671875,add_2-1
Snitz 1,830,9,0.671875,add_2-1
Snitz 1,831,9,0.671875,add_2-1
Snitz 1,832,9,0.671875,add_2-1
Snitz 1,833,9,0.671875,add_2-1
Snitz 1,834,9,0.671875,add_2-1
Snitz 1,835,9,0.671875,add_2-1
Snitz 1,836,9,0.671875,add_2-1
Snitz 1,837,9,0.671875,add_2-1
Snitz 1,838,9,0.671875,add_2-1
Snitz 1,839,9,0.671875,add_2-1
Snitz 1,840,9,0.671875,add_2-1
Snitz 1,841,9,0.671875,add_2-1
Snitz 1,842,9,0.671875,add_2-1
Snitz 1,843,9,0.671875,add_2-1
Snitz 1,844,9,0.671875,add_2-1
Snitz 1,845,9,0.671875,add_2-1
Snitz 1,846,9,0.671875,add_2-1
Snitz 1,847,4,0.424479167,add_1-2
Snitz 1,848,4,0.424479167,add_1-2
Snitz 1,849,4,0.424479167,add_1-2
Snitz 1,850,4,0.424479167,add_1-2
Snitz 1,851,4,0.424479167,add_1-2
Snitz 1,852,4,0.424479167,add_1-2
Snitz 1,853,4,0.424479167,add_1-2
Snitz 1,854,4,0.424479167,add_1-2
Snitz 1,855,4,0.424479167,add_1-2
Snitz 1,856,4,0.424479167,add_1-2
Snitz 1,857,4,0.424479167,add_1-2
Snitz 1,858,4,0.424479167,add_1-2
Snitz 1,859,4,0.424479167,add_1-2
Snitz 1,860,4,0.424479167,add_1-2
Snitz 1,861,4,0.424479167,add_1-2
Snitz 1,862,4,0.424479167,add_1-2
Snitz 1,863,4,0.424479167,add_1-2
Snitz 1,864,4,0.424479167,add_1-2
Snitz 1,865,4,0.424479167,add_1-2
Snitz 1,866,4,0.424479167,add_1-2
Snitz 1,867,9,0.424479167,add_2-1
Snitz 1,868,9,0.424479167,add_2-1
Snitz 1,869,9,0.424479167,add_2-1
Snitz 1,870,9,0.424479167,add_2-1
Snitz 1,871,9,0.424479167,add_2-1
Snitz 1,872,9,0.424479167,add_2-1
Snitz 1,873,9,0.424479167,add_2-1
Snitz 1,874,9,0.424479167,add_2-1
Snitz 1,875,9,0.424479167,add_2-1
Snitz 1,876,9,0.424479167,add_2-1
Snitz 1,877,9,0.424479167,add_2-1
Snitz 1,878,9,0.424479167,add_2-1
Snitz 1,879,9,0.424479167,add_2-1
Snitz 1,880,9,0.424479167,add_2-1
Snitz 1,881,9,0.424479167,add_2-1
Snitz 1,882,9,0.424479167,add_2-1
Snitz 1,883,9,0.424479167,add_2-1
Snitz 1,884,9,0.424479167,add_2-1
Snitz 1,885,9,0.424479167,add_2-1
Snitz 1,886,9,0.424479167,add_2-1
Snitz 1,887,5,0.390625,add_1-2
Snitz 1,888,5,0.390625,add_1-2
Snitz 1,889,5,0.390625,add_1-2
Snitz 1,890,5,0.390625,add_1-2
Snitz 1,891,5,0.390625,add_1-2
Snitz 1,892,5,0.390625,add_1-2
Snitz 1,893,5,0.390625,add_1-2
Snitz 1,894,5,0.390625,add_1-2
Snitz 1,895,5,0.390625,add_1-2
Snitz 1,896,5,0.390625,add_1-2
Snitz 1,897,5,0.390625,add_1-2
Snitz 1,898,5,0.390625,add_1-2
Snitz 1,899,5,0.390625,add_1-2
Snitz 1,900,5,0.390625,add_1-2
Snitz 1,901,5,0.390625,add_1-2
Snitz 1,902,5,0.390625,add_1-2
Snitz 1,903,5,0.390625,add_1-2
Snitz 1,904,5,0.390625,add_1-2
Snitz 1,905,5,0.390625,add_1-2
Snitz 1,906,5,0.390625,add_1-2
Snitz 1,907,5,0.390625,add_1-2
Snitz 1,908,5,0.390625,add_1-2
Snitz 1,909,5,0.390625,add_1-2
Snitz 1,910,5,0.390625,add_1-2
Snitz 1,911,5,0.390625,add_1-2
Snitz 1,912,5,0.390625,add_1-2
Snitz 1,913,5,0.390625,add_1-2
Snitz 1,914,5,0.390625,add_1-2
Snitz 1,915,5,0.390625,add_1-2
Snitz 1,916,5,0.390625,add_1-2
Snitz 1,917,9,0.390625,add_2-1
Snitz 1,918,9,0.390625,add_2-1
Snitz 1,919,9,0.390625,add_2-1
Snitz 1,920,9,0.390625,add_2-1
Snitz 1,921,9,0.390625,add_2-1
Snitz 1,922,9,0.390625,add_2-1
Snitz 1,923,9,0.390625,add_2-1
Snitz 1,924,9,0.390625,add_2-1
Snitz 1,925,9,0.390625,add_2-1
Snitz 1,926,9,0.390625,add_2-1
Snitz 1,927,9,0.390625,add_2-1
Snitz 1,928,9,0.390625,add_2-1
Snitz 1,929,9,0.390625,add_2-1
Snitz 1,930,9,0.390625,add_2-1
Snitz 1,931,9,0.390625,add_2-1
Snitz 1,932,9,0.390625,add_2-1
Snitz 1,933,9,0.390625,add_2-1
Snitz 1,934,9,0.390625,add_2-1
Snitz 1,935,9,0.390625,add_2-1
Snitz 1,936,9,0.390625,add_2-1
Snitz 1,937,6,0.447916667,add_1-2
Snitz 1,938,6,0.447916667,add_1-2
Snitz 1,939,6,0.447916667,add_1-2
Snitz 1,940,6,0.447916667,add_1-2
Snitz 1,941,6,0.447916667,add_1-2
Snitz 1,942,6,0.447916667,add_1-2
Snitz 1,943,6,0.447916667,add_1-2
Snitz 1,944,6,0.447916667,add_1-2
Snitz 1,945,6,0.447916667,add_1-2
Snitz 1,946,6,0.447916667,add_1-2
Snitz 1,947,6,0.447916667,add_1-2
Snitz 1,948,6,0.447916667,add_1-2
Snitz 1,949,6,0.447916667,add_1-2
Snitz 1,950,6,0.447916667,add_1-2
Snitz 1,951,6,0.447916667,add_1-2
Snitz 1,952,6,0.447916667,add_1-2
Snitz 1,953,6,0.447916667,add_1-2
Snitz 1,954,6,0.447916667,add_1-2
Snitz 1,955,6,0.447916667,add_1-2
Snitz 1,956,6,0.447916667,add_1-2
Snitz 1,957,6,0.447916667,add_1-2
Snitz 1,958,6,0.447916667,add_1-2
Snitz 1,959,6,0.447916667,add_1-2
Snitz 1,960,6,0.447916667,add_1-2
Snitz 1,961,6,0.447916667,add_1-2
Snitz 1,962,6,0.447916667,add_1-2
Snitz 1,963,6,0.447916667,add_1-2
Snitz 1,964,6,0.447916667,add_1-2
Snitz 1,965,6,0.447916667,add_1-2
Snitz 1,966,6,0.447916667,add_1-2
Snitz 1,967,6,0.447916667,add_1-2
Snitz 1,968,6,0.447916667,add_1-2
Snitz 1,969,6,0.447916667,add_1-2
Snitz 1,970,6,0.447916667,add_1-2
Snitz 1,971,6,0.447916667,add_1-2
Snitz 1,972,6,0.447916667,add_1-2
Snitz 1,973,6,0.447916667,add_1-2
Snitz 1,974,6,0.447916667,add_1-2
Snitz 1,975,6,0.447916667,add_1-2
Snitz 1,976,6,0.447916667,add_1-2
Snitz 1,977,9,0.447916667,add_2-1
Snitz 1,978,9,0.447916667,add_2-1
Snitz 1,979,9,0.447916667,add_2-1
Snitz 1,980,9,0.447916667,add_2-1
Snitz 1,981,9,0.447916667,add_2-1
Snitz 1,982,9,0.447916667,add_2-1
Snitz 1,983,9,0.447916667,add_2-1
Snitz 1,984,9,0.447916667,add_2-1
Snitz 1,985,9,0.447916667,add_2-1
Snitz 1,986,9,0.447916667,add_2-1
Snitz 1,987,9,0.447916667,add_2-1
Snitz 1,988,9,0.447916667,add_2-1
Snitz 1,989,9,0.447916667,add_2-1
Snitz 1,990,9,0.447916667,add_2-1
Snitz 1,991,9,0.447916667,add_2-1
Snitz 1,992,9,0.447916667,add_2-1
Snitz 1,993,9,0.447916667,add_2-1
Snitz 1,994,9,0.447916667,add_2-1
Snitz 1,995,9,0.447916667,add_2-1
Snitz 1,996,9,0.447916667,add_2-1
Snitz 1,997,7,0.619791667,add_1-2
Snitz 1,998,7,0.619791667,add_1-2
Snitz 1,999,7,0.619791667,add_1-2
Snitz 1,1000,7,0.619791667,add_1-2
Snitz 1,1001,9,0.619791667,add_2-1
Snitz 1,1002,9,0.619791667,add_2-1
Snitz 1,1003,9,0.619791667,add_2-1
Snitz 1,1004,9,0.619791667,add_2-1
Snitz 1,1005,9,0.619791667,add_2-1
Snitz 1,1006,9,0.619791667,add_2-1
Snitz 1,1007,9,0.619791667,add_2-1
Snitz 1,1008,9,0.619791667,add_2-1
Snitz 1,1009,9,0.619791667,add_2-1
Snitz 1,1010,9,0.619791667,add_2-1
Snitz 1,1011,9,0.619791667,add_2-1
Snitz 1,1012,9,0.619791667,add_2-1
Snitz 1,1013,9,0.619791667,add_2-1
Snitz 1,1014,9,0.619791667,add_2-1
Snitz 1,1015,9,0.619791667,add_2-1
Snitz 1,1016,9,0.619791667,add_2-1
Snitz 1,1017,9,0.619791667,add_2-1
Snitz 1,1018,9,0.619791667,add_2-1
Snitz 1,1019,9,0.619791667,add_2-1
Snitz 1,1020,9,0.619791667,add_2-1
Snitz 1,1021,2,0.567708333,add_1-2
Snitz 1,1022,2,0.567708333,add_1-2
Snitz 1,1023,2,0.567708333,add_1-2
Snitz 1,1024,2,0.567708333,add_1-2
Snitz 1,1025,2,0.567708333,add_1-2
Snitz 1,1026,2,0.567708333,add_1-2
Snitz 1,1027,2,0.567708333,add_1-2
Snitz 1,1028,2,0.567708333,add_1-2
Snitz 1,1029,2,0.567708333,add_1-2
Snitz 1,1030,2,0.567708333,add_1-2
Snitz 1,1031,10,0.567708333,add_2-1
Snitz 1,1032,10,0.567708333,add_2-1
Snitz 1,1033,10,0.567708333,add_2-1
Snitz 1,1034,10,0.567708333,add_2-1
Snitz 1,1035,10,0.567708333,add_2-1
Snitz 1,1036,10,0.567708333,add_2-1
Snitz 1,1037,10,0.567708333,add_2-1
Snitz 1,1038,10,0.567708333,add_2-1
Snitz 1,1039,10,0.567708333,add_2-1
Snitz 1,1040,10,0.567708333,add_2-1
Snitz 1,1041,10,0.567708333,add_2-1
Snitz 1,1042,10,0.567708333,add_2-1
Snitz 1,1043,10,0.567708333,add_2-1
Snitz 1,1044,10,0.567708333,add_2-1
Snitz 1,1045,10,0.567708333,add_2-1
Snitz 1,1046,10,0.567708333,add_2-1
Snitz 1,1047,10,0.567708333,add_2-1
Snitz 1,1048,10,0.567708333,add_2-1
Snitz 1,1049,10,0.567708333,add_2-1
Snitz 1,1050,10,0.567708333,add_2-1
Snitz 1,1051,10,0.567708333,add_2-1
Snitz 1,1052,10,0.567708333,add_2-1
Snitz 1,1053,10,0.567708333,add_2-1
Snitz 1,1054,10,0.567708333,add_2-1
Snitz 1,1055,10,0.567708333,add_2-1
Snitz 1,1056,10,0.567708333,add_2-1
Snitz 1,1057,10,0.567708333,add_2-1
Snitz 1,1058,10,0.567708333,add_2-1
Snitz 1,1059,10,0.567708333,add_2-1
Snitz 1,1060,10,0.567708333,add_2-1
Snitz 1,1061,3,0.651041667,add_1-2
Snitz 1,1062,10,0.651041667,add_2-1
Snitz 1,1063,10,0.651041667,add_2-1
Snitz 1,1064,10,0.651041667,add_2-1
Snitz 1,1065,10,0.651041667,add_2-1
Snitz 1,1066,10,0.651041667,add_2-1
Snitz 1,1067,10,0.651041667,add_2-1
Snitz 1,1068,10,0.651041667,add_2-1
Snitz 1,1069,10,0.651041667,add_2-1
Snitz 1,1070,10,0.651041667,add_2-1
Snitz 1,1071,10,0.651041667,add_2-1
Snitz 1,1072,10,0.651041667,add_2-1
Snitz 1,1073,10,0.651041667,add_2-1
Snitz 1,1074,10,0.651041667,add_2-1
Snitz 1,1075,10,0.651041667,add_2-1
Snitz 1,1076,10,0.651041667,add_2-1
Snitz 1,1077,10,0.651041667,add_2-1
Snitz 1,1078,10,0.651041667,add_2-1
Snitz 1,1079,10,0.651041667,add_2-1
Snitz 1,1080,10,0.651041667,add_2-1
Snitz 1,1081,10,0.651041667,add_2-1
Snitz 1,1082,10,0.651041667,add_2-1
Snitz 1,1083,10,0.651041667,add_2-1
Snitz 1,1084,10,0.651041667,add_2-1
Snitz 1,1085,10,0.651041667,add_2-1
Snitz 1,1086,10,0.651041667,add_2-1
Snitz 1,1087,10,0.651041667,add_2-1
Snitz 1,1088,10,0.651041667,add_2-1
Snitz 1,1089,10,0.651041667,add_2-1
Snitz 1,1090,10,0.651041667,add_2-1
Snitz 1,1091,10,0.651041667,add_2-1
Snitz 1,1092,4,0.541666667,add_1-2
Snitz 1,1093,4,0.541666667,add_1-2
Snitz 1,1094,4,0.541666667,add_1-2
Snitz 1,1095,4,0.541666667,add_1-2
Snitz 1,1096,4,0.541666667,add_1-2
Snitz 1,1097,4,0.541666667,add_1-2
Snitz 1,1098,4,0.541666667,add_1-2
Snitz 1,1099,4,0.541666667,add_1-2
Snitz 1,1100,4,0.541666667,add_1-2
Snitz 1,1101,4,0.541666667,add_1-2
Snitz 1,1102,4,0.541666667,add_1-2
Snitz 1,1103,4,0.541666667,add_1-2
Snitz 1,1104,4,0.541666667,add_1-2
Snitz 1,1105,4,0.541666667,add_1-2
Snitz 1,1106,4,0.541666667,add_1-2
Snitz 1,1107,4,0.541666667,add_1-2
Snitz 1,1108,4,0.541666667,add_1-2
Snitz 1,1109,4,0.541666667,add_1-2
Snitz 1,1110,4,0.541666667,add_1-2
Snitz 1,1111,4,0.541666667,add_1-2
Snitz 1,1112,10,0.541666667,add_2-1
Snitz 1,1113,10,0.541666667,add_2-1
Snitz 1,1114,10,0.541666667,add_2-1
Snitz 1,1115,10,0.541666667,add_2-1
Snitz 1,1116,10,0.541666667,add_2-1
Snitz 1,1117,10,0.541666667,add_2-1
Snitz 1,1118,10,0.541666667,add_2-1
Snitz 1,1119,10,0.541666667,add_2-1
Snitz 1,1120,10,0.541666667,add_2-1
Snitz 1,1121,10,0.541666667,add_2-1
Snitz 1,1122,10,0.541666667,add_2-1
Snitz 1,1123,10,0.541666667,add_2-1
Snitz 1,1124,10,0.541666667,add_2-1
Snitz 1,1125,10,0.541666667,add_2-1
Snitz 1,1126,10,0.541666667,add_2-1
Snitz 1,1127,10,0.541666667,add_2-1
Snitz 1,1128,10,0.541666667,add_2-1
Snitz 1,1129,10,0.541666667,add_2-1
Snitz 1,1130,10,0.541666667,add_2-1
Snitz 1,1131,10,0.541666667,add_2-1
Snitz 1,1132,10,0.541666667,add_2-1
Snitz 1,1133,10,0.541666667,add_2-1
Snitz 1,1134,10,0.541666667,add_2-1
Snitz 1,1135,10,0.541666667,add_2-1
Snitz 1,1136,10,0.541666667,add_2-1
Snitz 1,1137,10,0.541666667,add_2-1
Snitz 1,1138,10,0.541666667,add_2-1
Snitz 1,1139,10,0.541666667,add_2-1
Snitz 1,1140,10,0.541666667,add_2-1
Snitz 1,1141,10,0.541666667,add_2-1
Snitz 1,1142,5,0.369791667,add_1-2
Snitz 1,1143,5,0.369791667,add_1-2
